Articulo,Factura,Nro,Fecha,SubTotal,Total,Estado,id_producto,Cantidad,PrecioUnitario,Precio,Comentario,Contacto,Cuenta,Edad,Usuario
Contractubex,"Pedido de Cliente 10",SO835,"2013-07-06 14:33:20",2360.000,2879.200,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 10",32,"uno Visitador"
Alufren,"Pedido de Cliente 10",SO835,"2013-07-06 14:33:20",2360.000,2879.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 10",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 10",SO835,"2013-07-06 14:33:20",2360.000,2879.200,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 10",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 10",SO835,"2013-07-06 14:33:20",2360.000,2879.200,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 10",32,"uno Visitador"
Contractubex,"Pedido de Cliente 16",SO836,"2013-05-27 21:34:56",360.000,439.200,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 16",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 16",SO836,"2013-05-27 21:34:56",360.000,439.200,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 16",32,"uno Visitador"
Ebroset,"Pedido de Cliente 15",SO837,"2013-05-16 10:22:42",3634.000,4433.480,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 15",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 15",SO837,"2013-05-16 10:22:42",3634.000,4433.480,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 15",32,"uno Visitador"
Alufren,"Pedido de Cliente 15",SO837,"2013-05-16 10:22:42",3634.000,4433.480,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 15",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 15",SO837,"2013-05-16 10:22:42",3634.000,4433.480,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 15",32,"uno Visitador"
Ebroset,"Pedido de Cliente 15",SO837,"2013-05-16 10:22:42",3634.000,4433.480,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 15",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 13",SO838,"2012-12-11 19:00:14",900.000,1098.000,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 13",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 13",SO838,"2012-12-11 19:00:14",900.000,1098.000,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 13",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 13",SO838,"2012-12-11 19:00:14",900.000,1098.000,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 13",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 13",SO838,"2012-12-11 19:00:14",900.000,1098.000,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 13",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 13",SO838,"2012-12-11 19:00:14",900.000,1098.000,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 13",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 18",SO839,"2013-05-06 15:53:50",1180.000,1439.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 18",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 18",SO839,"2013-05-06 15:53:50",1180.000,1439.600,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 18",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 19",SO840,"2012-10-04 18:16:31",2414.000,2945.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 19",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 19",SO840,"2012-10-04 18:16:31",2414.000,2945.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 19",32,"uno Visitador"
Ebroset,"Pedido de Cliente 19",SO840,"2012-10-04 18:16:31",2414.000,2945.080,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 19",32,"uno Visitador"
Pantogar,"Pedido de Cliente 7",SO844,"2013-05-26 12:58:27",540.000,658.800,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 7",2,"Dos Visitador Dos"
"Ad Muc","Pedido de Cliente 7",SO844,"2013-05-26 12:58:27",540.000,658.800,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 7",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 7",SO844,"2013-05-26 12:58:27",540.000,658.800,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 7",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 15",SO845,"2013-01-25 15:34:58",960.000,1171.200,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 15",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 15",SO845,"2013-01-25 15:34:58",960.000,1171.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 15",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 15",SO845,"2013-01-25 15:34:58",960.000,1171.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 15",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 14",SO846,"2013-04-30 17:44:40",1497.000,1826.340,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 14",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 14",SO846,"2013-04-30 17:44:40",1497.000,1826.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 14",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 5",SO847,"2012-08-31 21:35:15",360.000,439.200,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 5",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 5",SO847,"2012-08-31 21:35:15",360.000,439.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 5",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 13",SO848,"2012-09-26 14:27:21",1540.000,1878.800,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 13",32,"uno Visitador"
Alufren,"Pedido de Cliente 13",SO848,"2012-09-26 14:27:21",1540.000,1878.800,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 13",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 13",SO848,"2012-09-26 14:27:21",1540.000,1878.800,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 13",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 13",SO848,"2012-09-26 14:27:21",1540.000,1878.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 13",32,"uno Visitador"
Pantogar,"Pedido de Cliente 17",SO849,"2012-11-12 16:42:05",180.000,219.600,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 17",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 4",SO850,"2013-03-17 10:45:53",1220.000,1488.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 4",2,"Dos Visitador Dos"
"Ebro Bebé","Pedido de Cliente 4",SO850,"2013-03-17 10:45:53",1220.000,1488.400,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 4",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 5",SO851,"2012-09-14 19:56:34",400.000,488.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 5",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 5",SO851,"2012-09-14 19:56:34",400.000,488.000,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 5",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 9",SO852,"2012-10-21 16:12:03",180.000,219.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 9",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 16",SO853,"2013-02-26 13:54:47",3314.000,4043.080,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 16",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 16",SO853,"2013-02-26 13:54:47",3314.000,4043.080,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 16",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 16",SO853,"2013-02-26 13:54:47",3314.000,4043.080,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 16",2,"Dos Visitador Dos"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 16",SO853,"2013-02-26 13:54:47",3314.000,4043.080,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 16",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 16",SO853,"2013-02-26 13:54:47",3314.000,4043.080,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 16",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 17",SO854,"2013-01-04 11:54:55",2491.000,3039.020,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 17",55,"3 Visitador tres"
"Eu-tTG IgA Humana","Pedido de Cliente 17",SO854,"2013-01-04 11:54:55",2491.000,3039.020,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 17",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 17",SO854,"2013-01-04 11:54:55",2491.000,3039.020,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 17",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 17",SO854,"2013-01-04 11:54:55",2491.000,3039.020,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 17",55,"3 Visitador tres"
"Ebro Bebé","Pedido de Cliente 4",SO855,"2013-06-17 19:43:18",3734.000,4555.480,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 4",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 4",SO855,"2013-06-17 19:43:18",3734.000,4555.480,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 4",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 4",SO855,"2013-06-17 19:43:18",3734.000,4555.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 4",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 4",SO856,"2013-03-04 14:25:38",1774.000,2164.280,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 4",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 4",SO856,"2013-03-04 14:25:38",1774.000,2164.280,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 4",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 4",SO856,"2013-03-04 14:25:38",1774.000,2164.280,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 4",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 4",SO856,"2013-03-04 14:25:38",1774.000,2164.280,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 4",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 6",SO857,"2012-11-06 12:18:06",180.000,219.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 6",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 5",SO858,"2012-12-14 14:52:54",897.000,1094.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 5",32,"uno Visitador"
Contractubex,"Pedido de Cliente 10",SO859,"2013-02-22 19:27:09",180.000,219.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 10",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 18",SO860,"2013-04-30 14:16:39",1760.000,2147.200,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 18",55,"3 Visitador tres"
Alufren,"Pedido de Cliente 18",SO860,"2013-04-30 14:16:39",1760.000,2147.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 18",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 18",SO860,"2013-04-30 14:16:39",1760.000,2147.200,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 18",55,"3 Visitador tres"
"Terfiren crema - 10g","Pedido de Cliente 18",SO860,"2013-04-30 14:16:39",1760.000,2147.200,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 18",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 18",SO860,"2013-04-30 14:16:39",1760.000,2147.200,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 18",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 5",SO861,"2013-05-24 10:30:21",1400.000,1708.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 5",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 5",SO861,"2013-05-24 10:30:21",1400.000,1708.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 5",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 5",SO861,"2013-05-24 10:30:21",1400.000,1708.000,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 5",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 16",SO862,"2013-04-22 18:09:14",1000.000,1220.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 16",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 3",SO863,"2012-09-15 14:50:00",2257.000,2753.540,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 3",2,"Dos Visitador Dos"
"Eu-tTG IgA Humana","Pedido de Cliente 3",SO863,"2012-09-15 14:50:00",2257.000,2753.540,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 3",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 3",SO863,"2012-09-15 14:50:00",2257.000,2753.540,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 3",2,"Dos Visitador Dos"
Contractubex,"Pedido de Cliente 3",SO863,"2012-09-15 14:50:00",2257.000,2753.540,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 3",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 3",SO865,"2013-03-05 13:28:18",3180.000,3879.600,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 3",2,"Dos Visitador Dos"
"Ebroderm Piel Normal","Pedido de Cliente 3",SO865,"2013-03-05 13:28:18",3180.000,3879.600,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 3",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 3",SO865,"2013-03-05 13:28:18",3180.000,3879.600,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 3",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 15",SO866,"2013-05-13 19:04:23",3194.000,3896.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 15",2,"Dos Visitador Dos"
"Ebroderm Piel Seca","Pedido de Cliente 15",SO866,"2013-05-13 19:04:23",3194.000,3896.680,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 15",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 15",SO866,"2013-05-13 19:04:23",3194.000,3896.680,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 15",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 15",SO866,"2013-05-13 19:04:23",3194.000,3896.680,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 15",2,"Dos Visitador Dos"
Viru-Merz,"Pedido de Cliente 15",SO866,"2013-05-13 19:04:23",3194.000,3896.680,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 15",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 10",SO867,"2013-03-10 11:07:52",1360.000,1659.200,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 10",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 10",SO867,"2013-03-10 11:07:52",1360.000,1659.200,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 10",32,"uno Visitador"
Alufren,"Pedido de Cliente 10",SO867,"2013-03-10 11:07:52",1360.000,1659.200,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 10",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 8",SO868,"2013-03-20 10:36:12",220.000,268.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 8",2,"Dos Visitador Dos"
"Terfiren crema - 5g","Pedido de Cliente 11",SO869,"2012-11-21 10:36:50",540.000,658.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 11",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 11",SO869,"2012-11-21 10:36:50",540.000,658.800,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 11",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 11",SO869,"2012-11-21 10:36:50",540.000,658.800,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 11",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 11",SO870,"2013-02-25 18:56:51",2397.000,2924.340,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 11",32,"uno Visitador"
"Eu-tTG IgA Humana","Pedido de Cliente 11",SO870,"2013-02-25 18:56:51",2397.000,2924.340,Created,246,1.000,897.000,897.000000,"Eu-tTG IgA Humana",,"Cliente 11",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 5",SO871,"2013-05-23 11:27:41",2600.000,3172.000,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 5",2,"Dos Visitador Dos"
"Ebro Visión","Pedido de Cliente 5",SO871,"2013-05-23 11:27:41",2600.000,3172.000,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 5",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 5",SO871,"2013-05-23 11:27:41",2600.000,3172.000,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 5",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 5",SO871,"2013-05-23 11:27:41",2600.000,3172.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 5",2,"Dos Visitador Dos"
Alufren,"Pedido de Cliente 5",SO871,"2013-05-23 11:27:41",2600.000,3172.000,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 5",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 11",SO872,"2012-08-26 13:15:33",2680.000,3269.600,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 11",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 11",SO872,"2012-08-26 13:15:33",2680.000,3269.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 11",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 11",SO872,"2012-08-26 13:15:33",2680.000,3269.600,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 11",32,"uno Visitador"
Alufren,"Pedido de Cliente 17",SO873,"2013-06-19 13:55:31",180.000,219.600,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 17",2,"Dos Visitador Dos"
Pantogar,"Pedido de Cliente 13",SO874,"2013-05-13 17:53:32",3040.000,3708.800,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 13",55,"3 Visitador tres"
"Ebroderm Piel Normal","Pedido de Cliente 13",SO874,"2013-05-13 17:53:32",3040.000,3708.800,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 13",55,"3 Visitador tres"
Ebroset,"Pedido de Cliente 13",SO874,"2013-05-13 17:53:32",3040.000,3708.800,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 13",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 13",SO874,"2013-05-13 17:53:32",3040.000,3708.800,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 13",55,"3 Visitador tres"
"Hepa-Merz Granulado","Pedido de Cliente 13",SO874,"2013-05-13 17:53:32",3040.000,3708.800,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 13",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 12",SO876,"2012-08-21 19:49:44",180.000,219.600,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 12",55,"3 Visitador tres"
"Terfiren crema - 5g","Pedido de Cliente 19",SO878,"2012-11-24 13:09:26",1594.000,1944.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 19",32,"uno Visitador"
Pantogar,"Pedido de Cliente 19",SO878,"2012-11-24 13:09:26",1594.000,1944.680,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 19",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 19",SO878,"2012-11-24 13:09:26",1594.000,1944.680,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 19",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 19",SO879,"2012-10-16 21:23:48",2734.000,3335.480,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 19",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 19",SO879,"2012-10-16 21:23:48",2734.000,3335.480,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 19",32,"uno Visitador"
Alufren,"Pedido de Cliente 2",SO880,"2012-11-03 13:18:01",4914.000,5995.080,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 2",32,"uno Visitador"
"Ebroderm Piel Seca","Pedido de Cliente 2",SO880,"2012-11-03 13:18:01",4914.000,5995.080,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 2",32,"uno Visitador"
"Ebro Bebé","Pedido de Cliente 2",SO880,"2012-11-03 13:18:01",4914.000,5995.080,Created,243,1.000,1000.000,1000.000000,"Ebro Beb&eacute;",,"Cliente 2",32,"uno Visitador"
Ebroset,"Pedido de Cliente 2",SO880,"2012-11-03 13:18:01",4914.000,5995.080,Created,242,1.000,1000.000,1000.000000,Ebroset,,"Cliente 2",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 2",SO880,"2012-11-03 13:18:01",4914.000,5995.080,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 2",32,"uno Visitador"
Viru-Merz,"Pedido de Cliente 15",SO881,"2012-11-21 20:19:39",180.000,219.600,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 15",32,"uno Visitador"
"Terfiren crema - 5g","Pedido de Cliente 9",SO882,"2013-02-05 14:35:35",2194.000,2676.680,Created,253,1.000,180.000,180.000000,"Terfiren crema - 5g",,"Cliente 9",32,"uno Visitador"
"Ebro Visión","Pedido de Cliente 9",SO882,"2013-02-05 14:35:35",2194.000,2676.680,Created,244,1.000,600.000,600.000000,"Ebro Visi&oacute;n",,"Cliente 9",32,"uno Visitador"
Alufren,"Pedido de Cliente 9",SO882,"2013-02-05 14:35:35",2194.000,2676.680,Created,247,1.000,180.000,180.000000,Alufren,,"Cliente 9",32,"uno Visitador"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 9",SO882,"2013-02-05 14:35:35",2194.000,2676.680,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 9",32,"uno Visitador"
Contractubex,"Pedido de Cliente 12",SO883,"2012-10-02 18:55:50",3008.000,3669.760,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 12",55,"3 Visitador tres"
Contractubex,"Pedido de Cliente 12",SO883,"2012-10-02 18:55:50",3008.000,3669.760,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 12",55,"3 Visitador tres"
"Ebroderm Piel Seca","Pedido de Cliente 12",SO883,"2012-10-02 18:55:50",3008.000,3669.760,Created,238,1.000,1234.000,1234.000000,"Ebroderm Piel Seca",,"Cliente 12",55,"3 Visitador tres"
Pantogar,"Pedido de Cliente 12",SO883,"2012-10-02 18:55:50",3008.000,3669.760,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 12",55,"3 Visitador tres"
"Cientific Hyaluronic Facial Implant 30 y 18","Pedido de Cliente 12",SO883,"2012-10-02 18:55:50",3008.000,3669.760,Created,245,1.000,1234.000,1234.000000,"Cientific Hyaluronic Facial Implant 30 y 18",,"Cliente 12",55,"3 Visitador tres"
Viru-Merz,"Pedido de Cliente 5",SO884,"2012-08-27 10:12:38",720.000,878.400,Created,251,1.000,180.000,180.000000,Viru-Merz,,"Cliente 5",32,"uno Visitador"
Pantogar,"Pedido de Cliente 5",SO884,"2012-08-27 10:12:38",720.000,878.400,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 5",32,"uno Visitador"
Ebroset,"Pedido de Cliente 5",SO884,"2012-08-27 10:12:38",720.000,878.400,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 5",32,"uno Visitador"
Pantogar,"Pedido de Cliente 5",SO884,"2012-08-27 10:12:38",720.000,878.400,Created,250,1.000,180.000,180.000000,Pantogar,,"Cliente 5",32,"uno Visitador"
"Hepa-Merz Granulado","Pedido de Cliente 17",SO885,"2012-10-23 12:41:26",1000.000,1220.000,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 17",32,"uno Visitador"
Contractubex,"Pedido de Cliente 18",SO886,"2012-09-07 13:22:30",580.000,707.600,Created,249,1.000,180.000,180.000000,Contractubex,,"Cliente 18",2,"Dos Visitador Dos"
"Terfiren crema - 10g","Pedido de Cliente 18",SO886,"2012-09-07 13:22:30",580.000,707.600,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 18",2,"Dos Visitador Dos"
Ebroset,"Pedido de Cliente 18",SO886,"2012-09-07 13:22:30",580.000,707.600,Created,252,1.000,180.000,180.000000,Ebroset,,"Cliente 18",2,"Dos Visitador Dos"
"Hepa-Merz Granulado","Pedido de Cliente 15",SO887,"2013-05-06 12:21:19",2680.000,3269.600,Created,255,1.000,1000.000,1000.000000,"Hepa-Merz Granulado",,"Cliente 15",32,"uno Visitador"
"Ebroderm Piel Normal","Pedido de Cliente 15",SO887,"2013-05-06 12:21:19",2680.000,3269.600,Created,210,1.000,1500.000,1500.000000,"Ebroderm Piel Normal",,"Cliente 15",32,"uno Visitador"
"Ad Muc","Pedido de Cliente 15",SO887,"2013-05-06 12:21:19",2680.000,3269.600,Created,248,1.000,180.000,180.000000,"Ad Muc",,"Cliente 15",32,"uno Visitador"
"Terfiren crema - 10g","Pedido de Cliente 12",SO888,"2013-02-11 21:46:22",220.000,268.400,Created,254,1.000,220.000,220.000000,"Terfiren crema - 10g",,"Cliente 12",32,"uno Visitador"
